AccountID,Net Change over Forecast Period,Starting Amount,Ending Amount
d75b538b-eca9-4ad8-bae5-cb4000d3f840,[0.],[-77683.50742917],[-77683.50742917]
5f7f5bd9-d396-47e0-a12e-cbf46ad9185d,[0.],[-18163.49233737],[-18163.49233737]
419c9806-6c07-4752-917a-ba6c12a4a0c7,[0.],[4981.39516866],[4981.39516866]
f5b42988-2e6c-4ace-bef6-7ee8891ebd09,[0.],[-10977.94505336],[-10977.94505336]
1ac8dcf9-fbc0-4aac-b426-250e535b9dc0,[0.],[-44033.24133414],[-44033.24133414]
eb07b8ca-bee1-4707-b322-efcc73630dcd,[0.],[-1743231.22317369],[-1743231.22317369]
79a2068d-7665-410a-9cb7-f3b78ab7e1d4,[0.],[-613486.82289902],[-613486.82289902]
ba72a5e9-81c8-4933-9888-5619324bebe7,[0.],[-332808.80073476],[-332808.80073476]
513f49da-1dfc-4f81-8535-dc9751aed0ff,[0.],[-23570.31177686],[-23570.31177686]
8da19592-9715-4cb6-b3a3-f27e33c8647d,[0.],[-20194.03175426],[-20194.03175426]
1524d54a-df32-4955-b3cc-847099c5202c,[0.],[-20007.32663924],[-20007.32663924]
49f91fce-526b-46fa-9ac0-8c80b6eae3c7,[0.],[-4651.76387825],[-4651.76387825]
b0d07f93-d499-44f6-80fe-1c3fcf6a65ac,[0.],[-26646.25285703],[-26646.25285703]
452f115b-400a-4f40-9a10-8d46294269bb,[0.],[-2085937.77692776],[-2085937.77692776]
cf57875c-430d-444a-be07-abde3c8eafab,[0.],[-5749.61389527],[-5749.61389527]
a62cc2b7-6745-4017-8e6f-e145068571c3,[0.],[-9357.69213756],[-9357.69213756]
fc4b16fd-ff68-494e-95e2-578219437a28,[0.],[-46198.19367724],[-46198.19367724]
8c915c1f-86cf-4712-ad8d-c1c6fd6db49d,[0.],[-6294.7218726],[-6294.7218726]
0475fbc0-729a-4529-9222-59b4b27408fe,[0.],[-26422.9430448],[-26422.9430448]
3869acaa-0ce2-4411-b467-9f01f0cb1c48,[0.],[-7070.48129923],[-7070.48129923]
5f1e89f2-6761-4af2-9f2d-01f13294fcb0,[0.],[-80535.37055051],[-80535.37055051]
891bded9-75c7-469a-9f4f-c9a34839eca9,[0.],[-44425.55448293],[-44425.55448293]
14e3be1d-9262-41eb-a14e-dd825bbb44e8,[0.],[-754935.76817561],[-754935.76817561]
690181b1-cfae-4d68-bd5e-26c525dd7440,[0.],[-13705.82284362],[-13705.82284362]
ee46e566-e3e5-4088-898e-b84aae6c1591,[0.],[-43894.28849553],[-43894.28849553]
f5b8a677-f3ca-4d65-a1c1-10e0b2050217,[0.],[-47438.77119559],[-47438.77119559]
17f16911-4247-4728-a435-f4bf2f48e27b,[0.],[-28782.16082151],[-28782.16082151]
63b8dafb-cf5d-4ad8-997f-7e9ce1ca67ac,[0.],[-78547.86263735],[-78547.86263735]
86c33b22-1e16-409e-a7ac-389dc2b6a37d,[0.],[-11470.9796874],[-11470.9796874]
cc6a5e18-9106-4825-882b-8de0f55198ec,[0.],[-4981.18305044],[-4981.18305044]
73d19f30-bef7-44f1-a9b5-23d7713c9780,[0.],[-67633.75960239],[-67633.75960239]
d1503667-7dc3-43c6-a861-3ad0897876b7,[0.],[-29439.1046461],[-29439.1046461]
1accb4ee-69df-46be-8862-663f020270d9,[0.],[-27515.60190062],[-27515.60190062]
3fd1f615-fdac-4b63-b75a-335f4f6c4b68,[0.],[-3579.37558297],[-3579.37558297]
39d675da-f21d-424f-8340-6611eb3ab437,[0.],[-26505.26002763],[-26505.26002763]
7e8334c1-0da0-4993-a413-ea18202daae9,[0.],[-9136.80595916],[-9136.80595916]
03876788-f6c3-4b94-ada0-f4a4b0e6c444,[0.],[-2212946.29733747],[-2212946.29733747]
c3beeaa8-87ce-455d-9482-e01679b9d1eb,[0.],[-55426.45137218],[-55426.45137218]
26da7bb4-3955-45ef-9468-180faf23fb14,[0.],[-38283.15953303],[-38283.15953303]
4c46711f-30aa-4555-ba57-af80a2054e4d,[0.],[-19174.63067745],[-19174.63067745]
14d67de8-228e-49eb-985a-20d2e9ce9cbc,[0.],[-2017977.38425028],[-2017977.38425028]
a82e315c-10ee-4603-b51c-242888036423,[0.],[-10080.30390933],[-10080.30390933]
201e1a94-46e6-41f9-bc65-e6c8f615a182,[0.],[-43833.84245821],[-43833.84245821]
1cd879ba-c9d4-4964-9ace-d35cc8360923,[0.],[-1705569.23154843],[-1705569.23154843]
5e1b8362-3878-4fdb-a9d3-e273ad35e7f0,[0.],[-1376187.96165948],[-1376187.96165948]
291e9077-7c91-430a-936d-2faf0876f8fe,[0.],[-7688263.74339918],[-7688263.74339918]
f0cf3e64-2e2d-4954-8971-f88662bb8c6e,[0.],[-20532.36892161],[-20532.36892161]
ebef5390-ad10-4025-955f-9299ba2a3377,[0.],[-40792.76066598],[-40792.76066598]
8c419033-e828-4c0e-9a54-d9084ddb87fb,[0.],[-9684969.62661658],[-9684969.62661658]
5650543f-cde5-471a-ab49-28c256a8f56d,[0.],[-25431.56827263],[-25431.56827263]
fff7f00c-c869-4310-b705-4503538f5ecf,[0.],[-47409.16077321],[-47409.16077321]
953a9ed8-3f70-4cae-b841-86662a089c3f,[0.],[-3200416.74058533],[-3200416.74058533]
a54aa6f3-78db-4139-aff8-785b41d7ea13,[0.],[-34236.40222954],[-34236.40222954]
84e9504c-0b3e-43ae-87f1-cd6eb9f4efce,[0.],[-26226.81001544],[-26226.81001544]
56c95cb9-f2f0-43a7-b667-9fef915b3213,[0.],[-24972.24043711],[-24972.24043711]
e2eb8368-3fa8-4667-838a-d83c649e72c1,[0.],[-10081056.55699139],[-10081056.55699139]
347f78c2-a5d2-48e1-b301-60e6b4a0f5a2,[0.],[-2731920.44120061],[-2731920.44120061]
9a9c68ac-ee8e-4dca-8d06-7971b54f5212,[0.],[-47102.13439362],[-47102.13439362]
b5c14783-bcaa-44bd-82b7-b240c7f65f9e,[0.],[-3056124.39166455],[-3056124.39166455]
cc4d3eba-9b58-4b3c-a00a-0fa0c0374808,[0.],[-24385.4110399],[-24385.4110399]
e4c14997-7738-4507-918d-977f64935ad4,[0.],[-10554.85112381],[-10554.85112381]
6cbfd1a9-41a4-4298-a4f9-0ec22c8c7f69,[0.],[-18972.77439202],[-18972.77439202]
1558b380-9de3-4582-b93f-68908a474f44,[0.],[-21401.03905925],[-21401.03905925]
30fe040d-3af0-42ae-94af-45e623e39a2d,[0.],[-3191686.98661542],[-3191686.98661542]
9a4a60fa-075b-451a-81f4-7fd886f91965,[0.],[-17770.14797568],[-17770.14797568]
bbffef0a-9431-4b7a-9824-a1271dbc5b7f,[0.],[-1622651.35147329],[-1622651.35147329]
532aae42-83bf-43fb-addb-a07c4af4e56c,[0.],[-27746.11015269],[-27746.11015269]
b1a8e3ff-b811-4629-b37f-c303b4094e2c,[0.],[-22574.18600091],[-22574.18600091]
204854f5-c4e5-4eee-92ed-f2ff134a8e83,[0.],[-37410.23756733],[-37410.23756733]
103213f5-d199-4d5f-a002-35058be2f1b3,[0.],[-6950.32336777],[-6950.32336777]
e991898e-301f-4ccd-8794-851e1cc158df,[0.],[-7159949.38161503],[-7159949.38161503]
3b7c60c3-3811-47fa-b4bc-23e42a622bea,[0.],[-43596.69195765],[-43596.69195765]
63de17b3-8e28-48ff-8489-2fb0059decfc,[0.],[3145.9848592],[3145.9848592]
2a912134-30d4-4caf-b8de-a6a1fce01641,[0.],[-664791.73986194],[-664791.73986194]
7dd7bb46-bb98-483f-9aa0-85b408df0895,[0.],[-13642.91387799],[-13642.91387799]
d6d1134a-094d-4a01-90aa-87af7c5e0195,[0.],[-52651.58199192],[-52651.58199192]
eb914441-4054-464e-bd33-e27a94a95c4f,[0.],[-6926.23564518],[-6926.23564518]
eaccaa73-b149-48ae-a224-2f231f46432c,[0.],[-891976.70512194],[-891976.70512194]
6006eee3-05ff-42ac-81e4-177ae45399d8,[0.],[-5066010.04995034],[-5066010.04995034]
94a74160-282f-4f88-b1b8-92bdf1250edc,[0.],[-19272.2392533],[-19272.2392533]
e10a56ec-bc75-4080-97e1-fb2ccde82216,[0.],[-1802744.44532624],[-1802744.44532624]
71108cf5-fd51-4c8b-9df9-e8916b8b3243,[0.],[-7539.03539185],[-7539.03539185]
47255e34-7fcb-457c-aee6-fe0b48bae3c7,[0.],[-46255.20602342],[-46255.20602342]
2e583fc1-f00a-4e71-a41d-2cae1c9f1f29,[0.],[-42918.03429205],[-42918.03429205]
52fa60f0-cc48-4d49-9f33-e267013e4f86,[0.],[-3450.81400809],[-3450.81400809]
d57c9a79-4942-40e2-997f-c9b6837fb7c7,[0.],[6615.83873151],[6615.83873151]
53711c78-7293-4304-b82c-3fa1587d093f,[0.],[-3711.83524217],[-3711.83524217]
703f718c-79ac-42e9-a793-37e1795e7ef8,[0.],[-29287.32456259],[-29287.32456259]
4dd1fd90-3a09-4d99-82be-e8cc75e99533,[0.],[-1318164.82303098],[-1318164.82303098]
0ac4871e-0198-447c-a7f8-1066125fc174,[0.],[-13537388.03877816],[-13537388.03877816]
eae20329-2c7f-4aed-8d1e-4e834599b89b,[0.],[-2325.35079652],[-2325.35079652]
b0e235ba-2552-4f7b-8a47-f6e3de0b7d11,[0.],[-76247.33650273],[-76247.33650273]
196d06cf-e811-4aab-9649-ab6642551b9b,[0.],[-498155.31969862],[-498155.31969862]
c5f574a9-2c5c-4f64-b4f5-ef7b3e21a33d,[0.],[-13839.14440506],[-13839.14440506]
265754d8-dff8-4d8c-a663-a913ecb071a9,[0.],[-1630842.12133444],[-1630842.12133444]
7fc8a141-21dd-4c9b-acce-a2478c8d8f1a,[0.],[-55792.17658083],[-55792.17658083]
f443efe5-5cf5-4f18-a119-854f7b06cf76,[0.],[5604.21053123],[5604.21053123]
a2bb1ed0-d79b-4bc2-8f36-4eee09eee336,[0.],[-137727.44022789],[-137727.44022789]
7ec7b219-3dbe-4143-89f1-6b28dc422a8c,[0.],[-28420.11094868],[-28420.11094868]
46e6d4ce-20ef-4cb8-bc06-18257af0e91e,[0.],[-37663.3954721],[-37663.3954721]
8cbf5242-29c7-4784-be98-1ad2c57f531d,[0.],[-909734.21187165],[-909734.21187165]
cedb1b8e-f761-4077-bb52-983d928bf786,[0.],[-361315.06809174],[-361315.06809174]
7949410b-6eb1-4d19-a499-d90504bba829,[0.],[-5464.08640568],[-5464.08640568]
b17e0efb-7e15-4baa-8a85-3d2410d1db0a,[0.],[-483562.61838253],[-483562.61838253]
14b5c47e-53cc-4d57-ad18-0c9abf4afe36,[0.],[-971950.59787031],[-971950.59787031]
5ffc25d1-97f4-4eb2-b31e-8e1a5cb39aa8,[0.],[-6138.1397533],[-6138.1397533]
99ff6036-a7a6-4023-9191-3da6b296867d,[0.],[-7495393.08186531],[-7495393.08186531]
bd079313-5218-4c95-95b9-2324ba9c8e1d,[0.],[-7112.92545682],[-7112.92545682]
e573677a-1c64-4d5d-a3f1-35cee3c866ec,[0.],[-71456.0671995],[-71456.0671995]
3fbc9c73-8f31-4391-83fd-bb0161aaff53,[0.],[-16429.69718413],[-16429.69718413]
c35149f9-ce0f-43cd-b809-42365cb2d1fd,[0.],[-28847.33597735],[-28847.33597735]
77303cad-e32f-4568-9482-552625c1bf54,[0.],[-1132382.85282834],[-1132382.85282834]
654fec9a-7006-4808-8074-4cf2d259f962,[0.],[3083.62680862],[3083.62680862]
a7d4a40f-906b-41a6-b03e-22b6431e316c,[0.],[-19858.06516735],[-19858.06516735]
b7cebbed-7016-4c5b-a033-a15873b28639,[0.],[-10976.77213641],[-10976.77213641]
1bd930ef-8d95-490b-8244-593fffa76943,[0.],[-316291.5690969],[-316291.5690969]
f0fe6305-8c20-4d72-8c4c-3522d28bd252,[0.],[-12245.62237884],[-12245.62237884]
f2b1f7f6-88aa-4d6f-8a79-38abf55f6915,[0.],[-33808.01029675],[-33808.01029675]
3dba4442-9b7a-4435-8e7e-65452c530d3b,[0.],[-18796.28983894],[-18796.28983894]
9f699136-7d2c-4ded-b943-61dc5a24a19f,[0.],[-38248.78607886],[-38248.78607886]
a10bd82a-3ce8-418f-a735-66dba388fb41,[0.],[-19522.46982375],[-19522.46982375]
6d990843-e957-4d5d-8c33-85a8026a07d0,[0.],[-129643.97348492],[-129643.97348492]
9c2d46b2-a6b5-4fe8-9226-30ad8d04cb6f,[0.],[-3808883.03950321],[-3808883.03950321]
1af87696-68cc-417c-a050-718cedc31cf1,[0.],[-33578.58385811],[-33578.58385811]
80b894e5-5330-4dd4-9e3a-276c4883ab62,[0.],[-23665.35704828],[-23665.35704828]
b0d5a082-5bdf-4181-936e-27695cd0389e,[0.],[-20510.05423229],[-20510.05423229]
2fb278a9-c2eb-4a9a-9e0c-ade7feb23ef1,[0.],[-21340.27589174],[-21340.27589174]
13db8e91-25f6-48db-9df6-974a3b920945,[0.],[-1215696.67700901],[-1215696.67700901]
16e844ca-5bfe-4af2-824b-3cb45f1d91a6,[0.],[-1435937.73305061],[-1435937.73305061]
42f9221c-4768-4a06-86b5-fca66c9df450,[0.],[-24392.13680341],[-24392.13680341]
4ee24ad0-965d-4bb6-9df6-4861c5464718,[0.],[-2025122.53287812],[-2025122.53287812]
ee64480e-4c31-4c7c-9858-91cd2ae43e06,[0.],[-4872764.13708292],[-4872764.13708292]
cc11f54e-499f-44bb-b4b5-57025749a693,[0.],[-16182.47864386],[-16182.47864386]
b69d52ff-fea8-4093-88b9-e1cad4f8ee4a,[0.],[-496440.89480678],[-496440.89480678]
d9bc0fc9-8b67-47df-bf5c-041adbfa73c7,[0.],[-392826.12173418],[-392826.12173418]
75e8c103-ff60-404e-b2ec-20fd39e62f1d,[0.],[-42697.49355524],[-42697.49355524]
3542ae16-55ca-4b13-a2ad-4eb215f23f5f,[0.],[-33069.9535091],[-33069.9535091]
cc44dac1-372f-42d1-87e8-cbe75d9c7758,[0.],[1962.76223922],[1962.76223922]
c4886893-3a39-417d-acc8-80810fca1e7e,[0.],[-31399.39574615],[-31399.39574615]
ca5010ce-1b7c-4219-8e1d-ab0336834576,[0.],[-35995.44217283],[-35995.44217283]
ec2bd31f-1caa-4a4c-aff7-3abe166835e9,[0.00104499],[-22604.31350796],[-22604.31246297]
4b62a71b-9b6e-4f83-afba-fca514ee1972,[0.],[-22274.4170224],[-22274.4170224]
e8ebaf0f-ea95-46a1-ae7d-9d00d68960c9,[0.],[-27794.15046476],[-27794.15046476]
f1a3f024-a7b5-4577-9792-70976b2bd628,[0.],[-41981.9423287],[-41981.9423287]
78db5423-a74c-44ba-b1db-26f8b3e24014,[0.],[-40480.45267859],[-40480.45267859]
039e3173-3844-46a6-98ff-90c3203d49a0,[0.],[-43595.44582758],[-43595.44582758]
29042ffc-e45d-4fe9-984f-8f8a74e550c2,[0.],[-76281.55199378],[-76281.55199378]
db48cc76-5b96-45bd-89b6-3156b074d255,[0.],[-25329.05040707],[-25329.05040707]
7d089145-7527-495d-b2e7-254ed829d188,[0.],[88.07307794],[88.07307794]
7b7b1cd5-30b4-4302-82cf-b43e2899ed97,[0.],[-30826.63776702],[-30826.63776702]
b2ac4b52-13e3-4382-9469-f8865a5dc3eb,[0.],[-18143.97978553],[-18143.97978553]
2b3d5832-3278-480c-8c0a-027be44d693d,[0.],[-16127.67152443],[-16127.67152443]
4bf4a2a6-d20f-487c-906d-319a0f451315,[0.],[-58758.22475909],[-58758.22475909]
7cc0df2c-c08d-4473-8266-5eee25145b65,[0.],[-17767.58714177],[-17767.58714177]
275895ec-9a7f-424f-afbe-76da7fdd6b22,[0.],[-22063.9239248],[-22063.9239248]
25a9c99b-960c-4cd3-a7d8-f29b0370f595,[0.],[-18155.23398956],[-18155.23398956]
37ae9858-3cde-4e00-b470-5d249c39b12b,[0.],[-15104.85146025],[-15104.85146025]
1cfc34b7-f406-440e-b702-69dbdec37fa7,[0.],[-473199.99303194],[-473199.99303194]
9aa8b8b7-5753-45c0-a39f-726bb97fd1e6,[0.],[-17603.83550706],[-17603.83550706]
2e350836-e210-4f07-9346-f953514ac393,[0.],[-2180794.94702318],[-2180794.94702318]
e553c8cf-3400-4305-9e23-54fb85a6700a,[0.],[-23633.68276697],[-23633.68276697]
79ccc4d9-3e1f-4c01-8774-2cef44bab78a,[0.],[-1751.06319406],[-1751.06319406]
4af89769-7860-4421-9bc0-091db1bf6a20,[0.],[-11824.92902993],[-11824.92902993]
6faa6320-b5af-48b4-a991-095d5530151a,[0.],[-36096.10962348],[-36096.10962348]
9685a3a5-8229-4e49-afeb-229fdd7c8856,[0.],[-16513.34176543],[-16513.34176543]
58e29f83-897c-462e-ae79-b9a67895dbce,[0.],[1158.35028247],[1158.35028247]
496da7c2-4c27-43e4-bfd2-574be6f09b8a,[0.],[-5362505.09005273],[-5362505.09005273]
c980b50e-d4d7-468b-9ca8-d3d4494bc041,[0.],[-52702.48595306],[-52702.48595306]
92937092-480e-4b7a-87ad-01898b28c9e0,[0.],[-38085.55777933],[-38085.55777933]
f729ad25-e543-4238-8d27-c29d94069de6,[0.],[-14557.07788048],[-14557.07788048]
38caa1ac-63ac-440c-87d0-d3de9bcf1011,[0.],[-21572.97913839],[-21572.97913839]
ef467def-c278-49f1-a075-61e761552fa2,[0.],[-31738.06972275],[-31738.06972275]
88069fa5-1e97-4cdd-922a-fc7445ca713c,[0.],[-18751.97726312],[-18751.97726312]
5494ad63-4540-438a-b43f-12b7dec828c9,[0.],[-17018.78341666],[-17018.78341666]
2060f364-f44a-4fdc-94fa-2bd428e4014e,[0.],[-30526.29871065],[-30526.29871065]
5806a549-8753-48d9-ab45-9188151639d2,[0.],[-30048.42567982],[-30048.42567982]
57ea7f01-5d78-40a9-aec5-762a136b305c,[0.],[-34533.61519605],[-34533.61519605]
4b171653-23c9-4f55-924a-46e51bf11ee4,[0.],[-4146508.72117803],[-4146508.72117803]
643bf604-79aa-40d6-876b-bd5033624082,[0.],[-39355.23191419],[-39355.23191419]
3acd58f6-527b-45c6-aa44-31893897db77,[0.],[-35457.98937603],[-35457.98937603]
1a5f93c5-21ff-4929-bde0-e7d6587a48a9,[0.],[-4954.03128207],[-4954.03128207]
a6ba1dd3-1410-483d-96e8-128fa6879d33,[0.],[-4785.69645347],[-4785.69645347]
7b69c0a0-7fcb-4037-9986-ef102e354ee5,[0.],[-25882.6715817],[-25882.6715817]
b96be476-c22f-4d68-bc38-9e79a322c67c,[0.],[-618578.52928368],[-618578.52928368]
a8e447ac-20ec-4aab-b5b6-c89f58c68739,[0.],[-2204991.13986702],[-2204991.13986702]
d66dfd63-29ec-43d2-a5d9-f47b65e8f145,[0.],[-30280.81927848],[-30280.81927848]
cbbb07b6-0e1a-4608-9740-bf2adbd95d0f,[0.],[-385457.78644905],[-385457.78644905]
a63ed277-57d2-439e-9df4-797942fad526,[0.],[-41412.69540069],[-41412.69540069]
bb93fbc7-59e6-4708-bc9a-42225ba4573b,[0.],[-1349105.25875133],[-1349105.25875133]
26f0db8d-9eb0-4bc2-b217-3daf9c1abef8,[0.],[-24122.50146735],[-24122.50146735]
4ff1bd68-bc60-4fd9-94db-f8e3b0953337,[0.],[-11030.82529976],[-11030.82529976]
fa8fa2ac-d69e-4f59-87fa-2f587573c8f7,[0.],[-994592.5930035],[-994592.5930035]
8339fc7d-61c3-43bb-8ad5-8660b0bcb712,[0.],[-6040713.97112905],[-6040713.97112905]
ee6dc233-1f0c-4d94-bbfa-a927fd50bd7d,[0.],[-69503.03217693],[-69503.03217693]
7a7deb44-e94e-4eaa-af0c-75cd1bedfc1e,[0.],[-16405.60159138],[-16405.60159138]
ba6247ea-5560-4c55-a86b-1eb6a5470814,[0.],[-9893.16139925],[-9893.16139925]
34cc2cc4-7952-45e1-a086-41a453d66387,[0.],[-56420.74566505],[-56420.74566505]
8432e6bc-235d-4ac2-b1c6-18fc20f82f43,[0.],[-38615.4451144],[-38615.4451144]
37a4fd57-0597-4e55-bd80-30b98e0a213a,[0.],[-21878.52804335],[-21878.52804335]
