AccountID,Net Change over Forecast Period,Starting Amount,Ending Amount
16459,[0.],[-33305.9542235],[-33305.9542235]
16280,[0.],[-71839.044331],[-71839.044331]
16445,[0.],[-2404.65359627],[-2404.65359627]
16432,[0.],[-3561.36142101],[-3561.36142101]
16429,[0.],[-13536.6089097],[-13536.6089097]
16431,[0.],[-9232.86189407],[-9232.86189407]
16447,[0.],[-33266.92489536],[-33266.92489536]
16402,[0.],[-1590.15053258],[-1590.15053258]
16428,[0.],[-84405.28607286],[-84405.28607286]
16409,[0.],[-8180.58950039],[-8180.58950039]
16449,[0.],[-100320.2763623],[-100320.2763623]
16424,[0.],[-26951.60342768],[-26951.60342768]
16425,[0.],[-56169.50124901],[-56169.50124901]
16401,[0.],[-954.01475538],[-954.01475538]
16442,[0.],[-9810.02727053],[-9810.02727053]
16403,[0.],[-11888.04150316],[-11888.04150316]
16416,[0.],[-3711.29722872],[-3711.29722872]
16422,[0.],[-6200.07262181],[-6200.07262181]
16430,[0.],[-92340.19288376],[-92340.19288376]
16412,[0.],[-7506.5247173],[-7506.5247173]
16421,[0.],[-4579.54300186],[-4579.54300186]
16405,[0.],[3498.71484792],[3498.71484792]
16415,[0.],[-5076.17777597],[-5076.17777597]
16410,[0.],[1143.84052561],[1143.84052561]
16407,[0.],[-4449.49827901],[-4449.49827901]
16408,[0.],[-69638.77203861],[-69638.77203861]
16417,[0.],[-5922.28445467],[-5922.28445467]
16411,[0.],[-898.71012487],[-898.71012487]
16413,[0.],[-2147.68510539],[-2147.68510539]
16406,[0.],[190.30476454],[190.30476454]
16414,[0.],[2188.01881933],[2188.01881933]
36b3453d-05e8-4047-b272-e7a52f7281a7,[0.],[-12889.6153025],[-12889.6153025]
54c4b5d0-f61e-4444-8c1e-3f4784df6aad,[0.],[3697.10862321],[3697.10862321]
477c7fa0-e795-40ee-aada-edf39595dea7,[0.],[-2763.36884012],[-2763.36884012]
464d17b9-2da0-4700-a5ea-ec789e7fd10d,[0.],[-14445.23218363],[-14445.23218363]
5b5ce87d-4f3e-4a80-b809-dee53d47e4fb,[0.],[-32677.75429549],[-32677.75429549]
863e46c4-6cdc-44dc-a950-f6d42d70ee85,[0.],[-62676.0820686],[-62676.0820686]
2dbfa32f-a836-45cc-b383-cae52938e407,[0.],[-24942.35005683],[-24942.35005683]
46624f41-5372-40ba-81cc-a94340ee3e46,[0.],[-25131.16671715],[-25131.16671715]
83b2c595-39eb-4b0e-ba30-1a5d14bf9a8f,[0.],[-4579.3172069],[-4579.3172069]
7eab31ae-9e1e-476e-a170-0096a0c0789e,[0.],[-8069.34819471],[-8069.34819471]
9f35c35a-5327-4bc5-9768-ed380a5ed411,[0.],[-2459.45016463],[-2459.45016463]
6af3eaf3-c610-4a76-baf2-bd0fd1574e28,[0.],[-20863.32524603],[-20863.32524603]
9d6ce43a-58df-40d0-bc2e-72449463249d,[0.],[-17365.90794746],[-17365.90794746]
f9f7e5bd-3eeb-4be1-94e9-119efd157717,[0.],[-3722.00396886],[-3722.00396886]
dae6ef9b-1147-423a-a11c-9a3049c5f6db,[0.],[-342.85919799],[-342.85919799]
08c81f95-46ee-4c88-a62c-b8d589337d58,[0.],[-37993.10510969],[-37993.10510969]
32c46750-24ce-4997-b281-69485272210b,[0.],[-69187.33279969],[-69187.33279969]
29f5c5a3-dbad-449f-b015-8a6f9b275091,[0.],[-189831.41275926],[-189831.41275926]
befb2241-c6df-498e-83c9-2fb913bb807c,[0.],[-3051.22939983],[-3051.22939983]
ebd907e9-93a0-47f7-9c4d-ab7c7d8f6ad1,[0.],[-29596.74227054],[-29596.74227054]
929b0c27-4a85-4b3e-af1e-989d398834e3,[0.],[-82850.52000568],[-82850.52000568]
41a68452-aae6-4014-a689-1ac1a0cea417,[0.],[-51097.77076017],[-51097.77076017]
19f0b674-b9ae-431f-a87a-538fa51f8c8e,[0.],[-26662.82405119],[-26662.82405119]
7459cd82-c1f0-4580-858d-6f507f51da5a,[0.],[-5118.63223077],[-5118.63223077]
389d5112-f19a-421b-aaad-3315c06ea2f9,[0.],[-81551.63522647],[-81551.63522647]
743b329e-361b-4dbb-82a5-2a8573f6ce45,[0.],[-15892.24528597],[-15892.24528597]
22d44841-18bd-4482-a333-6ed410071c64,[0.],[-35349.85830371],[-35349.85830371]
c29abef9-d8be-4b37-bb84-f1344496cc33,[0.],[-12396.11955223],[-12396.11955223]
5a5161ce-4e81-429d-8c60-468e1ced8df3,[0.],[-1059.55478345],[-1059.55478345]
ad29c819-cfa7-4907-b3ce-772cb186fc38,[0.],[-6302266.10834902],[-6302266.10834902]
11c745a8-a774-4655-a6ee-b0f3d9a3c850,[0.],[-11853.89670388],[-11853.89670388]
646d78c4-d428-4162-86c0-cc7c6de8f08c,[0.],[-28370.31402397],[-28370.31402397]
16c1c689-a0f3-4629-8338-e615c30914bf,[0.],[68.88081412],[68.88081412]
0e20234f-d6bb-4e81-bec0-f28f79195667,[0.],[-6773830.13300485],[-6773830.13300485]
6f84d3b0-3bd9-4528-912f-641dd92e6474,[0.],[-1680252.09437448],[-1680252.09437448]
84a7c0a0-c8d7-4dc3-b276-fd2f067f8314,[0.],[-31088.39469622],[-31088.39469622]
82e19ff9-172d-476c-8a8d-b873733bd3c9,[0.],[-26220.92418354],[-26220.92418354]
c4f2c85f-d6b4-400c-a4dd-468358bcb208,[0.],[3272.64016578],[3272.64016578]
ebfeef26-f458-47a9-bad0-331d53dc1bf5,[0.],[-28057.03127734],[-28057.03127734]
c5d46478-c043-4ee1-b9ae-c2ed7a7db7f4,[0.],[-17975.29292119],[-17975.29292119]
6b014a04-ec5a-4e01-bc5a-5a7e4a36e835,[0.],[-44776.77156831],[-44776.77156831]
50ef28cd-bf82-46f1-8ed3-18a84da35890,[0.],[-25697.04445516],[-25697.04445516]
703b6494-3f65-40e0-a144-95f9120517e0,[0.],[-1642.17823409],[-1642.17823409]
97f679d9-3435-4975-ae14-562363ef42b5,[0.],[251.01019393],[251.01019393]
beeb8910-f471-40bf-b94e-ad80ea380dba,[0.],[-22921.84710874],[-22921.84710874]
809515a3-5912-44e9-a55f-bf81f8f9991d,[0.],[5925.80400157],[5925.80400157]
76a56669-5360-4ce0-b8d9-68a372077bdb,[0.],[-1131005.20690302],[-1131005.20690302]
ea802ec1-df27-4862-b874-445a454bd7ae,[0.],[-132744.79973685],[-132744.79973685]
51e788f5-6015-429d-8897-f1faef147bd1,[0.],[-11606.42966073],[-11606.42966073]
1b7b5b96-7f49-4397-ab1a-95aeaad12780,[0.],[-16474.45577054],[-16474.45577054]
f7e9d248-f96e-4d4c-88da-e8d9359392de,[0.],[-7319.25890774],[-7319.25890774]
16c0e231-2dd6-42f6-908a-a668c98c9c21,[0.],[-67514.18549349],[-67514.18549349]
8cf60b19-d17b-4996-a901-11e1f1ac18ff,[0.],[-16471.97819901],[-16471.97819901]
b10f16c6-637a-4054-83e2-6f488dd448de,[0.],[-9232.71689807],[-9232.71689807]
6ca62807-a73a-4b40-a47e-3ef9674f89b0,[0.],[-32210.34704832],[-32210.34704832]
39707c72-9fc1-46f7-9f9e-a27ae57bab63,[0.],[10573.57763262],[10573.57763262]
ad61feaf-da3e-4d51-867d-bce9bac107ae,[0.],[-4962.2375232],[-4962.2375232]
563a3432-4d61-493e-89e5-fb7f1d2e5e9b,[0.],[-70097.07676847],[-70097.07676847]
cb484940-596f-4183-8eee-25b1999c3aba,[0.],[-45806.86159326],[-45806.86159326]
0003a5ae-0c77-4372-b44d-882ef9874a28,[0.],[-22962.8231244],[-22962.8231244]
177534b8-6182-4c33-a2a7-90c1e83e4102,[0.],[-18083.79168052],[-18083.79168052]
e7723aa5-1224-45d6-aa68-4de3a81c0604,[0.],[-34827.83236294],[-34827.83236294]
9ebf84b2-1516-4144-8afe-4240953a6938,[0.],[-7874.20250269],[-7874.20250269]
e4beced8-0e9e-4254-92b5-4b503b800581,[0.],[-57119.74023556],[-57119.74023556]
b4967187-24c0-421c-a064-23fded4d9df5,[0.],[-13114.40530706],[-13114.40530706]
d8dd63ae-7bfe-40f1-aa5a-356a27f78af9,[0.],[3461.48545449],[3461.48545449]
8fd23f0b-ef3c-483a-ad2b-5aace0ce3ac9,[0.],[-8128.59422124],[-8128.59422124]
c574bf11-f6e1-46d6-8a82-f966998c89e7,[0.],[-3651.50364749],[-3651.50364749]
f086eef4-8cbd-4cf4-9419-ced531095b91,[0.],[-61606.92819305],[-61606.92819305]
6826baec-aba4-47af-a5cc-0a04d9104a1d,[0.],[-669755.18149214],[-669755.18149214]
3f69d1bf-2f5b-4a23-ae0a-37584c0efcb5,[0.],[-30307.5910075],[-30307.5910075]
8833b1ed-a200-41ae-b3a0-6b27c0c4160d,[0.],[-12243.83378326],[-12243.83378326]
e520d0a6-a1d7-468a-9d5b-3e554dafe615,[0.],[-33110.79728685],[-33110.79728685]
b6d01fbd-660d-4549-8e5a-5f31efdb89cb,[0.],[-2363163.46651131],[-2363163.46651131]
90b2db25-7ef7-4b5f-b256-d61ae1382983,[0.],[-10334.25105262],[-10334.25105262]
799b83e5-247c-421c-84f7-74a11cf35fc7,[0.],[-964417.74254898],[-964417.74254898]
4900f284-3f95-4464-b2e0-0b9a156aa054,[0.],[-12922.50546441],[-12922.50546441]
4190cd47-6c10-434a-99b3-51ed9499ff1c,[0.],[-64221.36205514],[-64221.36205514]
721240cf-0513-4f8c-a299-10e0c6d96238,[0.],[-1028843.39624087],[-1028843.39624087]
c3901baf-7d14-45d3-addf-0d06799fcfe3,[0.],[-3166.96372837],[-3166.96372837]
6029f5e7-e776-418b-aebf-92ab88866879,[0.],[-25650.1150324],[-25650.1150324]
7de1199d-a868-467d-a996-71e869c4ce53,[0.],[-7924.34990675],[-7924.34990675]
befdf3e4-5b2c-49d3-8f53-550e2f234d9c,[0.],[-145417.83405458],[-145417.83405458]
e9272f7c-52de-43b7-89cc-7a88e27ad0e5,[0.],[-57116.62448925],[-57116.62448925]
154aa72f-d25a-4d11-acfc-bd2d79b780e8,[0.],[-203699.5326309],[-203699.5326309]
5fe2211e-7f88-41a6-a44a-0c8561d3ebf3,[0.],[-5311.28196046],[-5311.28196046]
ea8b4d51-4794-4cd6-87b6-a0994be7a791,[0.],[-30351.36250861],[-30351.36250861]
ad30b0b3-c80d-4529-b96c-46bca626a090,[0.],[-966.95977833],[-966.95977833]
1a1f9736-2637-42cd-8510-810e34a304df,[0.],[-615.47856105],[-615.47856105]
d75b538b-eca9-4ad8-bae5-cb4000d3f840,[0.],[-79195.27560966],[-79195.27560966]
c4513e20-86c9-4ca7-b324-356bdc02572d,[0.],[-21151.37135842],[-21151.37135842]
8b119277-70f2-45ec-99da-be939bf6529d,[0.],[-7281.97623443],[-7281.97623443]
5f7f5bd9-d396-47e0-a12e-cbf46ad9185d,[0.],[-36855.84509346],[-36855.84509346]
0ef82a07-1223-499d-be93-31f40c19f375,[0.],[-25745.80959309],[-25745.80959309]
38e35232-6848-41ed-9a10-8715528d534a,[0.],[-12772.82120794],[-12772.82120794]
419c9806-6c07-4752-917a-ba6c12a4a0c7,[0.],[3152.27990339],[3152.27990339]
1c74e692-be81-499e-b7e0-3b2398ac2697,[0.],[-2050.40634027],[-2050.40634027]
ed4a9714-0a9c-41ee-98ff-a80d7b0dc4a9,[0.],[-5933.80006684],[-5933.80006684]
5ca61733-cb93-4111-b6ad-362ded0f7e3e,[0.],[-5566.97503533],[-5566.97503533]
bc4239be-164e-49f6-b207-564e9483f825,[0.],[-3098.29715571],[-3098.29715571]
f5b42988-2e6c-4ace-bef6-7ee8891ebd09,[0.],[-16986.17316526],[-16986.17316526]
39b98dcd-a894-4b36-9479-caa6ef1cb15a,[0.],[-19017.11853704],[-19017.11853704]
1ac8dcf9-fbc0-4aac-b426-250e535b9dc0,[0.],[-16751.36346542],[-16751.36346542]
eb07b8ca-bee1-4707-b322-efcc73630dcd,[0.],[-2226909.23255745],[-2226909.23255745]
79a2068d-7665-410a-9cb7-f3b78ab7e1d4,[0.],[-767148.35651852],[-767148.35651852]
16464151-62fa-43ed-a59c-652ca4944232,[0.],[-8002.4076754],[-8002.4076754]
009f96bd-aca1-4f13-8507-425aa2ebae12,[0.],[3266.43010837],[3266.43010837]
ba72a5e9-81c8-4933-9888-5619324bebe7,[0.],[-104680.97981196],[-104680.97981196]
82a5f1a3-7ae3-40dd-a00b-22edde9a8313,[0.],[-2344.15122643],[-2344.15122643]
513f49da-1dfc-4f81-8535-dc9751aed0ff,[0.],[-18405.36085643],[-18405.36085643]
8da19592-9715-4cb6-b3a3-f27e33c8647d,[0.],[-13937.39620861],[-13937.39620861]
1524d54a-df32-4955-b3cc-847099c5202c,[0.],[-31780.77251829],[-31780.77251829]
82a91940-8baf-41c4-841c-035d30e5fa95,[0.],[-59956.19527421],[-59956.19527421]
49f91fce-526b-46fa-9ac0-8c80b6eae3c7,[0.],[-1801.20907444],[-1801.20907444]
b0d07f93-d499-44f6-80fe-1c3fcf6a65ac,[0.],[-32398.90338617],[-32398.90338617]
452f115b-400a-4f40-9a10-8d46294269bb,[0.],[-1747140.41098389],[-1747140.41098389]
cf57875c-430d-444a-be07-abde3c8eafab,[0.],[-4026.86275883],[-4026.86275883]
a62cc2b7-6745-4017-8e6f-e145068571c3,[0.],[-17310.94480188],[-17310.94480188]
fc4b16fd-ff68-494e-95e2-578219437a28,[0.],[-37917.75448205],[-37917.75448205]
4b6d8ae8-a990-4b23-ace4-172d17eb6a28,[0.],[-22935.59680825],[-22935.59680825]
e168ba70-674f-42e7-b0ae-c3e63cfbd7f3,[0.],[-13642.0396089],[-13642.0396089]
8c915c1f-86cf-4712-ad8d-c1c6fd6db49d,[0.],[-9323.44943012],[-9323.44943012]
ff5e8fef-8ea4-4f7a-a893-5a80e4117fc8,[0.],[-4907.73945261],[-4907.73945261]
0475fbc0-729a-4529-9222-59b4b27408fe,[0.],[-69596.93650989],[-69596.93650989]
3869acaa-0ce2-4411-b467-9f01f0cb1c48,[0.],[-7556.90945945],[-7556.90945945]
5f1e89f2-6761-4af2-9f2d-01f13294fcb0,[0.],[-62697.62693502],[-62697.62693502]
8b889168-cf1f-4633-8a02-2123ad7ac4d1,[0.],[781.24371821],[781.24371821]
891bded9-75c7-469a-9f4f-c9a34839eca9,[0.],[-22323.97514933],[-22323.97514933]
14e3be1d-9262-41eb-a14e-dd825bbb44e8,[0.],[-691224.19735144],[-691224.19735144]
690181b1-cfae-4d68-bd5e-26c525dd7440,[0.],[-20899.76958041],[-20899.76958041]
ee46e566-e3e5-4088-898e-b84aae6c1591,[0.],[-44975.98022374],[-44975.98022374]
f5b8a677-f3ca-4d65-a1c1-10e0b2050217,[0.],[-29379.3846683],[-29379.3846683]
17f16911-4247-4728-a435-f4bf2f48e27b,[0.],[-65493.29831054],[-65493.29831054]
63b8dafb-cf5d-4ad8-997f-7e9ce1ca67ac,[0.],[-76450.37662755],[-76450.37662755]
86c33b22-1e16-409e-a7ac-389dc2b6a37d,[0.],[-54927.42807919],[-54927.42807919]
cc6a5e18-9106-4825-882b-8de0f55198ec,[0.],[-6062.66540591],[-6062.66540591]
73d19f30-bef7-44f1-a9b5-23d7713c9780,[0.],[-159567.00999304],[-159567.00999304]
892bf3cc-bde9-427e-8df9-379506962075,[0.],[-10148.09382307],[-10148.09382307]
d1503667-7dc3-43c6-a861-3ad0897876b7,[0.],[-40196.16582131],[-40196.16582131]
96f618bb-c835-4055-8734-4827ad0f2481,[0.],[-7892.59758737],[-7892.59758737]
cebca2e7-9747-4d66-bb01-44c6e9118cbe,[0.],[-2325.86740849],[-2325.86740849]
1accb4ee-69df-46be-8862-663f020270d9,[0.],[-9840.49684295],[-9840.49684295]
3fd1f615-fdac-4b63-b75a-335f4f6c4b68,[0.],[-8158.3048107],[-8158.3048107]
39d675da-f21d-424f-8340-6611eb3ab437,[0.],[-35907.06489971],[-35907.06489971]
7e8334c1-0da0-4993-a413-ea18202daae9,[0.],[-12007.89257639],[-12007.89257639]
03876788-f6c3-4b94-ada0-f4a4b0e6c444,[0.],[-3067362.51394277],[-3067362.51394277]
c3beeaa8-87ce-455d-9482-e01679b9d1eb,[0.],[-32186.87032513],[-32186.87032513]
26da7bb4-3955-45ef-9468-180faf23fb14,[0.],[-55509.90766213],[-55509.90766213]
4c46711f-30aa-4555-ba57-af80a2054e4d,[0.],[-52799.59439348],[-52799.59439348]
14d67de8-228e-49eb-985a-20d2e9ce9cbc,[0.],[-1624497.7873603],[-1624497.7873603]
2488e847-8eae-48dc-bc63-4edcc196d47e,[0.],[-3875.85226669],[-3875.85226669]
a82e315c-10ee-4603-b51c-242888036423,[0.],[-7842.98132446],[-7842.98132446]
201e1a94-46e6-41f9-bc65-e6c8f615a182,[0.],[-29263.84888785],[-29263.84888785]
7f510f19-1764-4e5d-98e1-f04dc7323eea,[0.],[-3488.60674868],[-3488.60674868]
1cd879ba-c9d4-4964-9ace-d35cc8360923,[0.],[-1779866.23835985],[-1779866.23835985]
637e3fcd-3d1d-485c-b67d-bdcfd027bc73,[0.],[-11153.82511175],[-11153.82511175]
616860cb-ac9d-434d-8574-925db1ac1ea1,[0.],[-45159.90685758],[-45159.90685758]
5e1b8362-3878-4fdb-a9d3-e273ad35e7f0,[0.],[-2417352.59692368],[-2417352.59692368]
291e9077-7c91-430a-936d-2faf0876f8fe,[0.],[-6001129.47238245],[-6001129.47238245]
8aac1065-e8a4-4359-b7ae-1c65363f6ff6,[0.],[-12096.64013813],[-12096.64013813]
a8e43186-7f4e-486c-9645-9bac1e2dba21,[0.],[-916.32716376],[-916.32716376]
f0cf3e64-2e2d-4954-8971-f88662bb8c6e,[0.],[-32352.94181044],[-32352.94181044]
a70c307e-b8cc-427e-b6bb-81de119f9ddb,[0.],[-3801.02284888],[-3801.02284888]
ebef5390-ad10-4025-955f-9299ba2a3377,[0.],[-25361.65538625],[-25361.65538625]
8c419033-e828-4c0e-9a54-d9084ddb87fb,[0.],[-6343372.52858721],[-6343372.52858721]
5650543f-cde5-471a-ab49-28c256a8f56d,[0.],[-44563.41163125],[-44563.41163125]
d0e8786d-0722-4201-b92b-98971320da47,[0.],[-959.91925985],[-959.91925985]
fff7f00c-c869-4310-b705-4503538f5ecf,[0.],[-37845.84436117],[-37845.84436117]
953a9ed8-3f70-4cae-b841-86662a089c3f,[0.],[-8442130.38913886],[-8442130.38913886]
a54aa6f3-78db-4139-aff8-785b41d7ea13,[0.],[-58123.09359972],[-58123.09359972]
de1028b2-9d02-4920-b32f-f94e497f9315,[0.],[-3757.24130327],[-3757.24130327]
84e9504c-0b3e-43ae-87f1-cd6eb9f4efce,[0.],[-48029.93396698],[-48029.93396698]
56c95cb9-f2f0-43a7-b667-9fef915b3213,[0.],[-26046.51173478],[-26046.51173478]
368453c5-a1c4-4d21-b2af-323209f7f90e,[0.],[750.40344296],[750.40344296]
e2eb8368-3fa8-4667-838a-d83c649e72c1,[0.],[-7911198.1737193],[-7911198.1737193]
e4f3f6c4-79c5-4cba-87af-adb0cd36f53f,[0.],[-730.61030874],[-730.61030874]
ea356d52-ad48-4efc-b75e-765b02b046f8,[0.],[-8832.66998181],[-8832.66998181]
347f78c2-a5d2-48e1-b301-60e6b4a0f5a2,[0.],[-1907565.70249513],[-1907565.70249513]
9a9c68ac-ee8e-4dca-8d06-7971b54f5212,[0.],[-49534.46427053],[-49534.46427053]
4e21e99b-cd3f-4d39-8e53-80c8e0246385,[0.],[-9722.85693275],[-9722.85693275]
b5c14783-bcaa-44bd-82b7-b240c7f65f9e,[0.],[-1306948.57125356],[-1306948.57125356]
cc4d3eba-9b58-4b3c-a00a-0fa0c0374808,[0.],[-22509.24292012],[-22509.24292012]
e4c14997-7738-4507-918d-977f64935ad4,[0.],[-12136.6508299],[-12136.6508299]
6cbfd1a9-41a4-4298-a4f9-0ec22c8c7f69,[0.],[-7537.71445208],[-7537.71445208]
1558b380-9de3-4582-b93f-68908a474f44,[0.],[-44529.88533222],[-44529.88533222]
30fe040d-3af0-42ae-94af-45e623e39a2d,[0.],[-1844607.48141917],[-1844607.48141917]
9a4a60fa-075b-451a-81f4-7fd886f91965,[0.],[-34233.49775114],[-34233.49775114]
9017ca88-e286-46ab-9b79-1c7102f3c43f,[0.],[729.68874928],[729.68874928]
bbffef0a-9431-4b7a-9824-a1271dbc5b7f,[0.],[-2272788.94432571],[-2272788.94432571]
532aae42-83bf-43fb-addb-a07c4af4e56c,[0.],[-18347.69147805],[-18347.69147805]
b1a8e3ff-b811-4629-b37f-c303b4094e2c,[0.],[-10145.73581759],[-10145.73581759]
dbe359df-af81-4583-a8cf-4c3dc6e8bae1,[0.],[-23561.21868511],[-23561.21868511]
204854f5-c4e5-4eee-92ed-f2ff134a8e83,[0.],[-29450.88716987],[-29450.88716987]
103213f5-d199-4d5f-a002-35058be2f1b3,[0.],[-15205.37415264],[-15205.37415264]
ef6acb75-7071-4b56-846d-408bcbb92743,[0.],[-2518.41590536],[-2518.41590536]
335ceb87-d791-4b85-87b8-9ad609c6d30b,[0.],[-4106.77954968],[-4106.77954968]
e991898e-301f-4ccd-8794-851e1cc158df,[0.],[-12816985.64028435],[-12816985.64028435]
3b7c60c3-3811-47fa-b4bc-23e42a622bea,[0.],[-38022.90908555],[-38022.90908555]
70907c46-c3be-4ceb-a5e9-4deb8b5eb755,[0.],[-300.78174726],[-300.78174726]
4dd49b46-7f64-4742-81d4-4992ed35d999,[0.],[276.46417501],[276.46417501]
63de17b3-8e28-48ff-8489-2fb0059decfc,[0.],[-2447.89695847],[-2447.89695847]
2a912134-30d4-4caf-b8de-a6a1fce01641,[0.],[-433175.5737063],[-433175.5737063]
8e3ba761-0b13-4fb9-8832-51fb8050a760,[0.],[-3187.68666657],[-3187.68666657]
0dcd6c37-ea7e-4dfa-80f3-ffc922bc75e9,[0.],[1890.15444957],[1890.15444957]
7dd7bb46-bb98-483f-9aa0-85b408df0895,[0.],[-17265.34177847],[-17265.34177847]
47a50cfa-f8ac-4421-9cd3-cd2e77806755,[0.],[-18792.23587308],[-18792.23587308]
6c23b7c6-7e43-4350-b335-27026cfdba22,[0.],[-9983.01751414],[-9983.01751414]
d6d1134a-094d-4a01-90aa-87af7c5e0195,[0.],[-30576.10915119],[-30576.10915119]
eb914441-4054-464e-bd33-e27a94a95c4f,[0.],[-24678.11347014],[-24678.11347014]
bbae91a4-be42-4e30-b9e8-f0b5fa4e9f21,[0.],[-5604.20787404],[-5604.20787404]
eaccaa73-b149-48ae-a224-2f231f46432c,[0.],[-2282364.76525945],[-2282364.76525945]
362f3d30-f33c-48ae-a94a-b70a6997080a,[0.],[-14442.70540544],[-14442.70540544]
6006eee3-05ff-42ac-81e4-177ae45399d8,[0.],[-5501780.78577934],[-5501780.78577934]
f0ff162d-52e0-4dd9-b973-89bddf73c201,[0.],[-6245.21491399],[-6245.21491399]
94a74160-282f-4f88-b1b8-92bdf1250edc,[0.],[-30316.02146243],[-30316.02146243]
e10a56ec-bc75-4080-97e1-fb2ccde82216,[0.],[-2977837.54429806],[-2977837.54429806]
71108cf5-fd51-4c8b-9df9-e8916b8b3243,[0.],[-14573.41079577],[-14573.41079577]
c0d5e0e1-0c04-4d7e-a9ef-570415449c0c,[0.],[-988.4196885],[-988.4196885]
47255e34-7fcb-457c-aee6-fe0b48bae3c7,[0.],[-35724.73054737],[-35724.73054737]
4dab951a-6707-4d62-a41d-fdd4ac718a8b,[0.],[3743.20463458],[3743.20463458]
dd5a2ca5-9432-407d-9355-9109361b0212,[0.],[-1006.17387045],[-1006.17387045]
2e583fc1-f00a-4e71-a41d-2cae1c9f1f29,[0.],[-24449.26190598],[-24449.26190598]
52fa60f0-cc48-4d49-9f33-e267013e4f86,[0.],[-8746.47609709],[-8746.47609709]
d57c9a79-4942-40e2-997f-c9b6837fb7c7,[0.],[9683.11487797],[9683.11487797]
53711c78-7293-4304-b82c-3fa1587d093f,[0.],[-4417.65423937],[-4417.65423937]
b1517c9a-9b0c-46b7-b506-49c1da05c8f7,[0.],[-7968.97482695],[-7968.97482695]
703f718c-79ac-42e9-a793-37e1795e7ef8,[0.],[-26165.01955798],[-26165.01955798]
d3cfd119-8562-4318-9eee-98b9cc1c775c,[0.],[1614.51384495],[1614.51384495]
4dd1fd90-3a09-4d99-82be-e8cc75e99533,[0.],[-2114395.86827779],[-2114395.86827779]
8d2f726b-adf9-4c8b-a6b8-cdf8a33ffa30,[0.],[-6986.53100245],[-6986.53100245]
0ac4871e-0198-447c-a7f8-1066125fc174,[0.],[-8562109.93625698],[-8562109.93625698]
1b5deee5-7585-4711-9412-4c38594d15e2,[0.],[-5615.77677181],[-5615.77677181]
f1f11e26-f50b-4e90-9cdb-324e96cd199e,[0.],[2229.82778021],[2229.82778021]
eae20329-2c7f-4aed-8d1e-4e834599b89b,[0.],[-21457.74612331],[-21457.74612331]
b0e235ba-2552-4f7b-8a47-f6e3de0b7d11,[0.],[-72201.46711586],[-72201.46711586]
fe42cf82-93a1-48e1-a284-1ca081cda132,[0.],[-7928.35484611],[-7928.35484611]
bd16c197-ed33-4a63-8de2-f64a4c880378,[0.],[-10654.18660198],[-10654.18660198]
196d06cf-e811-4aab-9649-ab6642551b9b,[0.],[-345222.8267791],[-345222.8267791]
c5f574a9-2c5c-4f64-b4f5-ef7b3e21a33d,[0.],[-35500.17322535],[-35500.17322535]
265754d8-dff8-4d8c-a663-a913ecb071a9,[0.],[-2659910.93115226],[-2659910.93115226]
ef6c06ee-8674-4267-8c69-f0671308c180,[0.],[-42478.86683947],[-42478.86683947]
